,District,PROPERTY Address,PROPERTY Boro-Block-Lot,PROPERTY Building Classification,PROPERTY Condo Section,PROPERTY Full Market Value,PROPERTY Gross Income per SqFt,PROPERTY Gross SqFt,PROPERTY Market Value per SqFt,PROPERTY Neighborhood,PROPERTY Total Units,PROPERTY Year Built,RENTAL 1 Address,RENTAL 1 Boro-Block-Lot,RENTAL 1 Building Classification,RENTAL 1 Full Market Value,RENTAL 1 Gross Income per SqFt,RENTAL 1 Gross SqFt,RENTAL 1 Market Value per SqFt,RENTAL 1 Neighborhood,RENTAL 1 Total Units,RENTAL 1 Year Built,Year
7602,Manhattan,525 PARK AVENUE,1-01395-7503,R4-CONDOMINIUM,0667-R1,17765000,33.13,100093,177.48,UPPER EAST SIDE (59-79),48,1915,1143 2 AVENUE,1-01415-0021,D7-ELEVATOR,13530000,28.06,103304,130.97,UPPER EAST SIDE (59-79),108,1940,2011
7603,Manhattan,149 EAST 62 STREET,1-01397-7502,R4-CONDOMINIUM,0230-R1,896504,36.82,4777,187.67,UPPER EAST SIDE (59-79),12,1915,1200 LEXINGTON AVENUE,1-01510-0017,C7-WALK-UP,3897000,61.11,12104,321.96,UPPER EAST SIDE (79-96),18,1910,2011
7604,Manhattan,166 EAST 63 STREET,1-01397-7503,R4-CONDOMINIUM,0733-R1,46781999,40.75,204524,228.74,UPPER EAST SIDE (59-79),157,1959,1081 3 AVENUE,1-01418-0045,D6-ELEVATOR,37783000,41.62,174273,216.8,UPPER EAST SIDE (59-79),116,1968,2011
7605,Manhattan,130 EAST 63 STREET,1-01397-7504,R9-CONDOMINIUM,0770-R1,17298000,33.79,104981,164.77,UPPER EAST SIDE (59-79),74,1960,225 EAST 63 STREET,1-01418-0011,D6-ELEVATOR,28741000,50.15,105282,272.99,UPPER EAST SIDE (59-79),152,1962,2011
7606,Manhattan,140 EAST 63 STREET,1-01397-7505,R4-CONDOMINIUM,1729-R1,27056997,38.2,128842,210,UPPER EAST SIDE (59-79),86,1927,1143 2 AVENUE,1-01415-0021,D7-ELEVATOR,13530000,28.06,103304,130.97,UPPER EAST SIDE (59-79),108,1940,2011
7607,Manhattan,188 EAST 64 STREET,1-01398-7501,R4-CONDOMINIUM,0345-R1,59716000,48.92,216171,276.24,UPPER EAST SIDE (59-79),200,1987,1218 2 AVENUE,1-01438-0049,D9-ELEVATOR,54514000,64.58,142209,383.34,UPPER EAST SIDE (59-79),105,1996,2011
7608,Manhattan,139 EAST 63 STREET,1-01398-7502,R9-CONDOMINIUM,0543-R1,14933000,33.79,90629,164.77,UPPER EAST SIDE (59-79),52,1962,225 EAST 63 STREET,1-01418-0011,D6-ELEVATOR,28741000,50.15,105282,272.99,UPPER EAST SIDE (59-79),152,1962,2011
7609,Manhattan,181 EAST 65 STREET,1-01400-7501,R4-CONDOMINIUM,1151-R1,48289990,48.92,180846,267.02,UPPER EAST SIDE (59-79),93,2000,1218 2 AVENUE,1-01438-0049,D9-ELEVATOR,54514000,64.58,142209,383.34,UPPER EAST SIDE (59-79),105,1996,2011
7610,Manhattan,1156 3 AVENUE,1-01402-7501,R9-CONDOMINIUM,0478-R1,28029000,41.62,129320,216.74,UPPER EAST SIDE (59-79),164,1965,219 EAST 69 STREET,1-01424-0010,D3-ELEVATOR,27376000,29.99,163875,167.05,UPPER EAST SIDE (59-79),145,1957,2011
7611,Manhattan,715 PARK AVENUE,1-01404-7501,R4-CONDOMINIUM,0151-R1,24522007,42.37,106669,229.89,UPPER EAST SIDE (59-79),76,1969,225 EAST 70 STREET,1-01425-0017,D6-ELEVATOR,15108000,34.59,83220,181.54,UPPER EAST SIDE (59-79),91,1961,2011
7612,Manhattan,188 EAST 70 STREET,1-01404-7503,R4-CONDOMINIUM,0332-R1,41268997,47.01,165624,249.17,UPPER EAST SIDE (59-79),97,1986,1218 2 AVENUE,1-01438-0049,D9-ELEVATOR,54514000,64.58,142209,383.34,UPPER EAST SIDE (59-79),105,1996,2011
7613,Manhattan,110 EAST 71 STREET,1-01405-7501,R4-CONDOMINIUM,0103-R1,8656003,42.14,34906,247.98,UPPER EAST SIDE (59-79),21,1982,203 EAST 69 STREET,1-01424-0004,D6-ELEVATOR,10762000,52.48,32500,331.14,UPPER EAST SIDE (59-79),15,1980,2011
7614,Manhattan,157 EAST 72 STREET,1-01407-7501,R4-CONDOMINIUM,0161-R1,18784999,36.23,108820,172.62,UPPER EAST SIDE (59-79),138,1924,993 LEXINGTON AVENUE,1-01406-0054,D7-ELEVATOR,15183000,41.53,73396,206.86,UPPER EAST SIDE (59-79),39,1914,2011
7615,Manhattan,157 EAST 74 STREET,1-01409-7501,R4-CONDOMINIUM,0299-R1,9434000,41.21,41754,225.94,UPPER EAST SIDE (59-79),19,1986,125 EAST 54 STREET,1-01309-0008,D9-ELEVATOR,15061000,48.22,56073,268.6,MIDTOWN CBD,66,1977,2011
7616,Manhattan,1040 LEXINGTON AVENUE,1-01409-7502,R9-CONDOMINIUM,0573-R1,22295000,38,117892,189.11,UPPER EAST SIDE (59-79),55,1929,993 LEXINGTON AVENUE,1-01406-0054,D7-ELEVATOR,15183000,41.53,73396,206.86,UPPER EAST SIDE (59-79),39,1914,2011
7617,Manhattan,1036 LEXINGTON AVENUE,1-01409-7503,R9-CONDOMINIUM,0639-R1,10533000,36.82,53255,197.78,UPPER EAST SIDE (59-79),32,1925,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7618,Manhattan,1068 LEXINGTON AVENUE,1-01410-7501,R9-CONDOMINIUM,0237-R1,23640000,33.28,123370,191.62,UPPER EAST SIDE (59-79),81,1961,1543 2 AVENUE,1-01526-0021,D6-ELEVATOR,12008000,24.14,123524,97.21,UPPER EAST SIDE (79-96),117,1959,2011
7619,Manhattan,1065 LEXINGTON AVENUE,1-01410-7502,R9-CONDOMINIUM,0721-R1,9023000,36.82,45621,197.78,UPPER EAST SIDE (59-79),30,1925,118 EAST 92 STREET,1-01520-0065,D1-ELEVATOR,3181000,43.32,12012,264.82,UPPER EAST SIDE (79-96),26,1910,2011
7620,Manhattan,188 EAST 76 STREET,1-01410-7503,R4-CONDOMINIUM,0968-R1,39849000,46.53,155731,255.88,UPPER EAST SIDE (59-79),73,1996,218 EAST 72 STREET,1-01426-9035,D3-ELEVATOR,17490000,47.01,156200,111.97,UPPER EAST SIDE (59-79),147,1975,2011
7621,Manhattan,823 PARK AVENUE,1-01410-7504,R4-CONDOMINIUM,1782-R1,9884999,33.91,55758,177.28,UPPER EAST SIDE (59-79),38,1920,1033 LEXINGTON AVENUE,1-01409-0021,D6-ELEVATOR,10916000,32.82,71189,153.34,UPPER EAST SIDE (59-79),35,1923,2011
7622,Manhattan,145 EAST 76 STREET,1-01411-7501,R4-CONDOMINIUM,1077-R1,16162998,38.42,68979,234.32,UPPER EAST SIDE (59-79),20,1999,1185 1 AVENUE,1-01439-0023,D7-ELEVATOR,11550000,41.27,50225,229.97,UPPER EAST SIDE (59-79),61,1996,2011
7623,Manhattan,170 EAST 77 STREET,1-01411-7502,R4-CONDOMINIUM,1760-R1,16616997,39.94,79883,208.02,UPPER EAST SIDE (59-79),54,1942,172 EAST 91 STREET,1-01519-0040,D7-ELEVATOR,5342000,31.66,35200,151.76,UPPER EAST SIDE (79-96),44,1900,2011
7624,Manhattan,170 EAST 78 STREET,1-01412-7501,R9-CONDOMINIUM,0712-R1,8677000,30.93,54967,157.86,UPPER EAST SIDE (59-79),34,1927,231 EAST 76 STREET,1-01431-0016,D3-ELEVATOR,10916000,27.92,82065,133.02,UPPER EAST SIDE (59-79),90,1938,2011
7625,Manhattan,188 EAST 78 STREET,1-01412-7502,R4-CONDOMINIUM,1158-R1,42421994,46.53,165787,255.88,UPPER EAST SIDE (59-79),71,2000,200 EAST 82 STREET,1-01527-0045,D6-ELEVATOR,53905000,46.05,205261,262.62,UPPER EAST SIDE (79-96),246,1980,2011
7626,Manhattan,177 EAST 77 STREET,1-01412-7503,R4-CONDOMINIUM,1407-R1,13425999,32.82,87546,153.36,UPPER EAST SIDE (59-79),57,1942,231 EAST 76 STREET,1-01431-0016,D3-ELEVATOR,10916000,27.92,82065,133.02,UPPER EAST SIDE (59-79),90,1938,2011
7627,Manhattan,124 EAST 79 STREET,1-01413-7501,R4-CONDOMINIUM,0257-R1,23664004,41.74,97000,243.96,UPPER EAST SIDE (59-79),66,1985,228 EAST 86 STREET,1-01531-0035,D7-ELEVATOR,19817000,42.71,81100,244.35,UPPER EAST SIDE (79-96),111,1986,2011
7628,Manhattan,179 EAST 78 STREET,1-01413-7502,R4-CONDOMINIUM,1366-R1,1636001,33.26,9285,176.2,UPPER EAST SIDE (59-79),14,1900,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7629,Manhattan,220 EAST 60 STREET,1-01414-7501,R4-CONDOMINIUM,0139-R1,22248996,40.33,102271,217.55,UPPER EAST SIDE (59-79),137,1965,320 EAST 58 STREET,1-01350-0040,D6-ELEVATOR,17162000,30.5,108559,158.09,MIDTOWN EAST,128,1961,2011
7630,Manhattan,205 EAST 59 STREET,1-01414-7502,R4-CONDOMINIUM,1465-R1,18320998,38.98,82086,223.19,UPPER EAST SIDE (59-79),62,2003,400 EAST 66 STREET,1-01460-0047,D6-ELEVATOR,30910000,43.09,138500,223.18,UPPER EAST SIDE (59-79),129,1999,2011
7631,Manhattan,250 EAST 60 STREET,1-01414-7503,RR-CONDOMINIUM,1938-R1,4123000,26.67,37492,109.97,UPPER EAST SIDE (59-79),42,2006,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7632,Manhattan,200 EAST 61 STREET,1-01415-7501,R4-CONDOMINIUM,0307-R1,62227001,45.29,254167,244.83,UPPER EAST SIDE (59-79),219,1986,240 EAST 59 STREET,1-01332-0029,D6-ELEVATOR,69083000,41.65,324212,213.08,MIDTOWN EAST,167,1983,2011
7633,Manhattan,1225 2 AVENUE,1-01419-7501,R4-CONDOMINIUM,0197-R1,27041999,41.62,124765,216.74,UPPER EAST SIDE (59-79),88,1963,225 EAST 63 STREET,1-01418-0011,D6-ELEVATOR,28741000,50.15,105282,272.99,UPPER EAST SIDE (59-79),152,1962,2011
7634,Manhattan,200 EAST 65 STREET,1-01419-7502,R4-CONDOMINIUM,0529-R1,79558002,45.59,318183,250.04,UPPER EAST SIDE (59-79),295,1987,240 EAST 59 STREET,1-01332-0029,D6-ELEVATOR,69083000,41.65,324212,213.08,MIDTOWN EAST,167,1983,2011
7635,Manhattan,220 EAST 65 STREET,1-01419-7503,R4-CONDOMINIUM,0833-R1,75341000,45.29,307730,244.83,UPPER EAST SIDE (59-79),287,1978,333 EAST 56 STREET,1-01349-0014,D8-ELEVATOR,62212000,48.92,225154,276.31,MIDTOWN EAST,228,1982,2011
7636,Manhattan,200 EAST 66 STREET,1-01420-7501,R4-CONDOMINIUM,1951-R1,149717993,34.77,925645,161.74,UPPER EAST SIDE (59-79),578,1951,510 MAIN STREET,1-01373-0030,D6-ELEVATOR,86550000,33.96,804200,107.62,UPPER EAST SIDE (59-79),1017,1969,2011
7637,Manhattan,200 EAST 69 STREET,1-01423-7501,R4-CONDOMINIUM,0765-R1,112328993,49.06,408657,274.87,UPPER EAST SIDE (59-79),283,1991,206 EAST 72 STREET,1-01426-0044,D6-ELEVATOR,108171000,49.52,377297,286.7,UPPER EAST SIDE (59-79),442,1979,2011
7638,Manhattan,233 EAST 69 STREET,1-01424-7501,R9-CONDOMINIUM,0466-R1,41509000,37.47,206511,201,UPPER EAST SIDE (59-79),204,1957,1213 3 AVENUE,1-01425-0001,D6-ELEVATOR,58015000,41.65,265980,218.12,UPPER EAST SIDE (59-79),201,1961,2011
7639,Manhattan,212 EAST 70 STREET,1-01424-7503,R2-CONDOMINIUM,1797-R1,2341000,42.52,9237,253.44,UPPER EAST SIDE (59-79),16,1900,1347 2 AVENUE,1-01425-0028,C7-WALK-UP,2536000,54.6,7560,335.45,UPPER EAST SIDE (59-79),18,1920,2011
7640,Manhattan,1329 2 AVENUE,1-01425-7501,R9-CONDOMINIUM,0465-R1,16193000,34.59,89223,181.49,UPPER EAST SIDE (59-79),88,1957,225 EAST 70 STREET,1-01425-0017,D6-ELEVATOR,15108000,34.59,83220,181.54,UPPER EAST SIDE (59-79),91,1961,2011
7641,Manhattan,255 EAST 74 STREET,1-01429-7502,R4-CONDOMINIUM,1960-R1,59551001,48.48,208325,285.86,UPPER EAST SIDE (59-79),77,2007,240 EAST 86 STREET,1-01531-0029,D8-ELEVATOR,75460000,51.93,267891,281.68,UPPER EAST SIDE (79-96),248,1997,2011
7642,Manhattan,240 EAST 76 STREET,1-01430-7501,R9-CONDOMINIUM,0784-R1,45900000,33.28,239536,191.62,UPPER EAST SIDE (59-79),295,1957,1213 3 AVENUE,1-01425-0001,D6-ELEVATOR,58015000,41.65,265980,218.12,UPPER EAST SIDE (59-79),201,1961,2011
7643,Manhattan,213 EAST 77 STREET,1-01432-7501,R4-CONDOMINIUM,0356-R1,3934998,34.85,18869,208.54,UPPER EAST SIDE (59-79),30,1930,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7644,Manhattan,205 EAST 78 STREET,1-01433-7501,R9-CONDOMINIUM,0423-R1,52748000,42.74,233483,225.92,UPPER EAST SIDE (59-79),218,1931,210 EAST 68 STREET,1-01422-0048,D6-ELEVATOR,54789000,43.18,243802,224.73,UPPER EAST SIDE (59-79),210,1929,2011
7645,Manhattan,303 EAST 60 STREET,1-01435-7501,R4-CONDOMINIUM,0553-R1,27319003,43.09,112099,243.7,UPPER EAST SIDE (59-79),157,1986,1218 2 AVENUE,1-01438-0049,D9-ELEVATOR,54514000,64.58,142209,383.34,UPPER EAST SIDE (59-79),105,1996,2011
7646,Manhattan,1178 2 AVENUE,1-01436-7501,R4-CONDOMINIUM,0272-R1,27435000,43.09,112573,243.71,UPPER EAST SIDE (59-79),110,1986,1218 2 AVENUE,1-01438-0049,D9-ELEVATOR,54514000,64.58,142209,383.34,UPPER EAST SIDE (59-79),105,1996,2011
7647,Manhattan,350 EAST 62 STREET,1-01436-7502,R4-CONDOMINIUM,0546-R1,11510999,31.48,66688,172.61,UPPER EAST SIDE (59-79),93,1977,349 EAST 61 STREET,1-01436-0022,C7-WALK-UP,1676000,38.47,8710,192.42,UPPER EAST SIDE (59-79),21,1910,2011
7648,Manhattan,1115 1 AVENUE,1-01436-7503,RR-CONDOMINIUM,1665-R1,6460000,40.51,28035,230.43,UPPER EAST SIDE (59-79),45,2005,330 EAST 63 STREET,1-01437-0041,D1-ELEVATOR,11082000,30.6,70992,156.1,UPPER EAST SIDE (59-79),90,1949,2011
7649,Manhattan,340 EAST 64 STREET,1-01438-7501,R4-CONDOMINIUM,0001-R1,116765997,42.31,504238,231.57,UPPER EAST SIDE (59-79),306,1965,1261 2 AVENUE,1-01421-0021,D6-ELEVATOR,129075000,48.59,490652,263.07,UPPER EAST SIDE (59-79),339,1979,2011
7650,Manhattan,422 EAST 72 STREET,1-01466-7501,R4-CONDOMINIUM,0741-R1,74924996,40.81,322581,232.27,UPPER EAST SIDE (59-79),204,1990,1330 1 AVENUE,1-01466-0003,D8-ELEVATOR,81983000,45.93,354310,231.39,UPPER EAST SIDE (59-79),346,2007,2011
7651,Manhattan,304 EAST 65 STREET,1-01439-7501,R4-CONDOMINIUM,0427-R1,37370999,47.01,149981,249.17,UPPER EAST SIDE (59-79),127,1987,1218 2 AVENUE,1-01438-0049,D9-ELEVATOR,54514000,64.58,142209,383.34,UPPER EAST SIDE (59-79),105,1996,2011
7652,Manhattan,330 EAST 65 STREET,1-01439-7502,R9-CONDOMINIUM,0802-R1,6112000,36.82,30899,197.81,UPPER EAST SIDE (59-79),56,1910,325 EAST 64 STREET,1-01439-0009,D9-ELEVATOR,12852000,38.18,67390,190.71,UPPER EAST SIDE (59-79),90,1920,2011
7653,Manhattan,301 EAST 66 STREET,1-01441-7501,R4-CONDOMINIUM,0693-R1,44202005,41.62,203938,216.74,UPPER EAST SIDE (59-79),204,1956,1130 3 AVENUE,1-01401-0033,D6-ELEVATOR,64460000,42.31,278325,231.6,UPPER EAST SIDE (59-79),158,1957,2011
7654,Manhattan,265 1 AVENUE,1-01443-7501,R4-CONDOMINIUM,0175-R1,4804997,40.54,22283,215.64,UPPER EAST SIDE (59-79),20,1984,125 EAST 54 STREET,1-01309-0008,D9-ELEVATOR,15061000,48.22,56073,268.6,MIDTOWN CBD,66,1977,2011
7655,Manhattan,301 EAST 69 STREET,1-01444-7501,R9-CONDOMINIUM,0377-R1,37191000,32.1,206278,180.3,UPPER EAST SIDE (59-79),198,1963,1273 YORK AVENUE,1-01463-0021,D9-ELEVATOR,32876000,32.1,182345,180.3,UPPER EAST SIDE (59-79),213,1957,2011
7656,Manhattan,1328 2 AVENUE,1-01445-7501,R9-CONDOMINIUM,0325-R1,54221000,36.88,277477,195.41,UPPER EAST SIDE (59-79),284,1961,1213 3 AVENUE,1-01425-0001,D6-ELEVATOR,58015000,41.65,265980,218.12,UPPER EAST SIDE (59-79),201,1961,2011
7657,Manhattan,350 EAST 72 STREET,1-01446-7501,R4-CONDOMINIUM,0514-R1,15413000,40.8,70776,217.77,UPPER EAST SIDE (59-79),36,1988,218 EAST 72 STREET,1-01426-9035,D3-ELEVATOR,17490000,47.01,156200,111.97,UPPER EAST SIDE (59-79),147,1975,2011
7658,Manhattan,308 EAST 72 STREET,1-01446-7502,R4-CONDOMINIUM,0950-R1,27921006,41.29,125555,222.38,UPPER EAST SIDE (59-79),75,1996,1330 1 AVENUE,1-01466-0003,D8-ELEVATOR,81983000,45.93,354310,231.39,UPPER EAST SIDE (59-79),346,2007,2011
7659,Manhattan,330 EAST 72 STREET,1-01446-7503,R4-CONDOMINIUM,1521-R1,8239005,47.01,33133,248.66,UPPER EAST SIDE (59-79),13,2005,203 EAST 69 STREET,1-01424-0004,D6-ELEVATOR,10762000,52.48,32500,331.14,UPPER EAST SIDE (59-79),15,1980,2011
7660,Manhattan,340 EAST 74 STREET,1-01448-7501,R9-CONDOMINIUM,0682-R1,19300000,32.45,119227,161.88,UPPER EAST SIDE (59-79),121,1957,225 EAST 70 STREET,1-01425-0017,D6-ELEVATOR,15108000,34.59,83220,181.54,UPPER EAST SIDE (59-79),91,1961,2011
7661,Manhattan,1439 1 AVENUE,1-01449-7501,R4-CONDOMINIUM,0196-R1,61062019,46.53,238634,255.88,UPPER EAST SIDE (59-79),197,1985,1434 YORK AVENUE,1-01488-0001,D3-ELEVATOR,63290000,47.49,257244,246.03,UPPER EAST SIDE (59-79),210,1964,2011
7662,Manhattan,339 EAST 74 STREET,1-01449-7502,R9-CONDOMINIUM,0380-R1,36620000,45.05,148594,246.44,UPPER EAST SIDE (59-79),149,1987,218 EAST 72 STREET,1-01426-9035,D3-ELEVATOR,17490000,47.01,156200,111.97,UPPER EAST SIDE (59-79),147,1975,2011
7663,Manhattan,333 EAST 75 STREET,1-01450-7501,R9-CONDOMINIUM,0707-R1,16541000,34.59,91143,181.48,UPPER EAST SIDE (59-79),125,1961,1453 YORK AVENUE,1-01472-0022,D7-ELEVATOR,14049000,35.5,75936,185.01,UPPER EAST SIDE (59-79),96,1958,2011
7664,Manhattan,300 EAST 77 STREET,1-01451-7501,R4-CONDOMINIUM,1254-R1,46750004,46.05,187530,249.29,UPPER EAST SIDE (59-79),86,2000,218 EAST 72 STREET,1-01426-9035,D3-ELEVATOR,17490000,47.01,156200,111.97,UPPER EAST SIDE (59-79),147,1975,2011
7665,Manhattan,303 EAST 77 STREET,1-01452-7501,R4-CONDOMINIUM,2163-R1,15167996,42.27,61517,246.57,UPPER EAST SIDE (59-79),32,2008,425 EAST 76 STREET,1-01471-0013,D9-ELEVATOR,9462000,44.57,35573,265.99,UPPER EAST SIDE (59-79),66,1981,2011
7666,Manhattan,300 EAST 79 STREET,1-01453-7501,R4-CONDOMINIUM,1890-R1,17228001,39.9,72659,237.11,UPPER EAST SIDE (59-79),34,2006,353 EAST 78 STREET,1-01453-0021,D6-ELEVATOR,10871000,35.22,53662,202.58,UPPER EAST SIDE (59-79),67,1986,2011
7667,Manhattan,401 EAST 60 STREET,1-01455-7501,R4-CONDOMINIUM,1144-R1,76058943,45.29,310519,244.94,UPPER EAST SIDE (59-79),218,1999,240 EAST 59 STREET,1-01332-0029,D6-ELEVATOR,69083000,41.65,324212,213.08,MIDTOWN EAST,167,1983,2011
7668,Manhattan,403 EAST 62 STREET,1-01457-7501,R4-CONDOMINIUM,0269-R1,14005996,41.11,55942,250.37,UPPER EAST SIDE (59-79),54,1985,203 EAST 69 STREET,1-01424-0004,D6-ELEVATOR,10762000,52.48,32500,331.14,UPPER EAST SIDE (59-79),15,1980,2011
7669,Manhattan,1154 1 AVENUE,1-01458-7501,R9-CONDOMINIUM,0480-R1,1956000,35.36,12000,163,UPPER EAST SIDE (59-79),16,1910,406 EAST 64 STREET,1-01458-0043,C7-WALK-UP,1267000,27.67,8350,151.74,UPPER EAST SIDE (59-79),17,1910,2011
7670,Manhattan,1175 YORK AVENUE,1-01458-7502,R9-CONDOMINIUM,0645-R1,58470000,37.35,304510,192.01,UPPER EAST SIDE (59-79),238,1958,1033 3 AVENUE,1-01416-0002,D6-ELEVATOR,55189000,40.75,241274,228.74,UPPER EAST SIDE (59-79),133,1967,2011
7671,Manhattan,425 EAST 63 STREET,1-01458-7503,R9-CONDOMINIUM,0720-R1,72268000,33.34,456286,158.38,UPPER EAST SIDE (59-79),495,1956,1313 YORK AVENUE,1-01465-0021,D6-ELEVATOR,63462000,33.34,400612,158.41,UPPER EAST SIDE (59-79),442,1966,2011
7672,Manhattan,1152 1 AVENUE,1-01458-7504,R9-CONDOMINIUM,1197-R1,1284000,51.28,4267,300.91,UPPER EAST SIDE (59-79),16,1910,408 EAST 64 STREET,1-01458-0042,C7-WALK-UP,2622000,59.53,8350,314.01,UPPER EAST SIDE (59-79),17,1910,2011
7673,Manhattan,404 EAST 66 STREET,1-01460-7501,R4-CONDOMINIUM,0352-R1,24366002,33.02,142140,171.42,UPPER EAST SIDE (59-79),158,1959,1273 YORK AVENUE,1-01463-0021,D9-ELEVATOR,32876000,32.1,182345,180.3,UPPER EAST SIDE (59-79),213,1957,2011
7674,Manhattan,400 EAST 67 STREET,1-01461-7501,R4-CONDOMINIUM,1974-R1,54144989,39.33,246580,219.58,UPPER EAST SIDE (59-79),128,2005,400 EAST 66 STREET,1-01460-0047,D6-ELEVATOR,30910000,43.09,138500,223.18,UPPER EAST SIDE (59-79),129,1999,2011
7675,Manhattan,411 EAST 68 STREET,1-01463-7501,R4-CONDOMINIUM,1830-R1,4271000,52.41,17326,246.51,UPPER EAST SIDE (59-79),1,2003,420 EAST 66 STREET,1-01460-0039,D9-ELEVATOR,2244000,50.2,19370,115.85,UPPER EAST SIDE (59-79),40,1910,2011
7676,Manhattan,400 EAST 70 STREET,1-01464-7501,R4-CONDOMINIUM,0134-R1,63623990,44.58,248163,256.38,UPPER EAST SIDE (59-79),216,1984,400 EAST 66 STREET,1-01460-0047,D6-ELEVATOR,30910000,43.09,138500,223.18,UPPER EAST SIDE (59-79),129,1999,2011
7677,Manhattan,1356 1 AVENUE,1-01467-7501,R4-CONDOMINIUM,0687-R1,3334000,32.33,19747,168.84,UPPER EAST SIDE (59-79),28,1910,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7678,Manhattan,401 EAST 74 STREET,1-01469-7501,R9-CONDOMINIUM,0649-R1,59562000,41.65,273109,218.09,UPPER EAST SIDE (59-79),251,1962,519 EAST 76 STREET,1-01488-0013,D3-ELEVATOR,61854000,47.51,257244,240.45,UPPER EAST SIDE (59-79),210,1964,2011
7679,Manhattan,433 EAST 74 STREET,1-01469-7502,R4-CONDOMINIUM,1944-R1,8420000,43.32,33480,251.49,UPPER EAST SIDE (59-79),11,2007,125 EAST 54 STREET,1-01309-0008,D9-ELEVATOR,15061000,48.22,56073,268.6,MIDTOWN CBD,66,1977,2011
7680,Manhattan,404 EAST 76 STREET,1-01470-7501,R4-CONDOMINIUM,1203-R1,52514989,46.05,200000,262.57,UPPER EAST SIDE (59-79),181,1999,218 EAST 72 STREET,1-01426-9035,D3-ELEVATOR,17490000,47.01,156200,111.97,UPPER EAST SIDE (59-79),147,1975,2011
7681,Manhattan,435 EAST 76 STREET,1-01471-7501,R4-CONDOMINIUM,1300-R1,4267999,34.24,24989,170.8,UPPER EAST SIDE (59-79),26,1900,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7682,Manhattan,404 EAST 79 STREET,1-01473-7501,R4-CONDOMINIUM,0246-R1,49608999,45.27,205982,240.84,UPPER EAST SIDE (59-79),208,1986,200 EAST 82 STREET,1-01527-0045,D6-ELEVATOR,53905000,46.05,205261,262.62,UPPER EAST SIDE (79-96),246,1980,2011
7683,Manhattan,460 EAST 79 STREET,1-01473-7502,R4-CONDOMINIUM,0593-R1,25052000,34.11,141945,176.49,UPPER EAST SIDE (59-79),120,1959,218 EAST 72 STREET,1-01426-9035,D3-ELEVATOR,17490000,47.01,156200,111.97,UPPER EAST SIDE (59-79),147,1975,2011
7684,Manhattan,399 1 AVENUE,1-01473-7503,R9-CONDOMINIUM,0673-R1,3683000,31.34,21145,174.18,UPPER EAST SIDE (59-79),36,1910,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7685,Manhattan,408 EAST 79 STREET,1-01473-7504,R4-CONDOMINIUM,1458-R1,25080014,43.03,108075,232.06,UPPER EAST SIDE (59-79),53,2004,150 EAST 57 STREET,1-01311-0045,D8-ELEVATOR,43175000,51.82,158063,273.15,MIDTOWN CBD,145,1997,2011
7686,Manhattan,524 EAST 72 STREET,1-01483-7501,R4-CONDOMINIUM,0610-R1,51212001,39.33,233223,219.58,UPPER EAST SIDE (59-79),146,1989,400 EAST 66 STREET,1-01460-0047,D6-ELEVATOR,30910000,43.09,138500,223.18,UPPER EAST SIDE (59-79),129,1999,2011
7687,Manhattan,515 EAST 72 STREET,1-01484-7501,R4-CONDOMINIUM,1798-R1,114577981,47.51,433098,264.55,UPPER EAST SIDE (59-79),343,1985,1365 YORK AVENUE,1-01467-0021,D8-ELEVATOR,130334000,47.51,492654,264.55,UPPER EAST SIDE (59-79),499,1977,2011
7688,Manhattan,1420 YORK AVENUE,1-01487-7501,R4-CONDOMINIUM,0239-R1,8682998,34.32,50038,173.53,UPPER EAST SIDE (59-79),95,1956,265 WEST 87 STREET,1-01235-0009,D9-ELEVATOR,2376000,36.98,19931,119.21,UPPER WEST SIDE (79-96),29,1950,2011
7689,Manhattan,530 EAST 76 STREET,1-01487-7502,R4-CONDOMINIUM,0419-R1,76387005,45.27,317169,240.84,UPPER EAST SIDE (59-79),209,1986,1540 1 AVENUE,1-01560-0001,D6-ELEVATOR,72764000,45.27,302049,240.9,UPPER EAST SIDE (79-96),314,1980,2011
7690,Manhattan,900 PARK AVENUE,1-01491-7501,R4-CONDOMINIUM,0026-R1,35962015,35.4,199534,180.23,UPPER EAST SIDE (79-96),126,1973,920 PARK AVENUE,1-01492-0036,D9-ELEVATOR,29372000,37.9,155544,188.83,UPPER EAST SIDE (79-96),72,1962,2011
